run_id,algorithm,d,density,n_samples,ds,dp,runtime_sec,graph_seed,noise_seed,status,error_message
10,ges,4,0.2,20,1.0,0.0,0.022278800141066313,1191196491,3504064332,ok,
10,boss,4,0.2,20,1.0,0.0,0.021098678931593895,1191196491,3504064332,ok,
11,pc,4,0.2,20,0.0,0.0,0.020891099935397506,2881392815,11761767,ok,
11,ges,4,0.2,20,0.0,0.0,0.019308158895000815,2881392815,11761767,ok,
11,boss,4,0.2,20,1.0,0.0,0.017807235941290855,2881392815,11761767,ok,
12,pc,4,0.2,20,0.0,0.0,0.024065718986093998,1692857839,3682523326,ok,
12,ges,4,0.2,20,0.0,0.0,0.02270646602846682,1692857839,3682523326,ok,
12,boss,4,0.2,20,0.0,0.0,0.02140459488146007,1692857839,3682523326,ok,
13,pc,4,0.2,20,1.0,0.0,0.015079154167324305,2380764446,144248946,ok,
13,ges,4,0.2,20,0.0,0.0,0.01418751385062933,2380764446,144248946,ok,
13,boss,4,0.2,20,1.0,0.0,0.01262955809943378,2380764446,144248946,ok,
14,pc,4,0.2,20,0.0,0.0,0.01213834690861404,3285177208,3133846278,ok,
14,ges,4,0.2,20,1.0,0.0,0.011536333942785859,3285177208,3133846278,ok,
14,boss,4,0.2,20,0.0,0.0,0.009988338919356465,3285177208,3133846278,ok,
15,pc,4,0.2,20,0.0,0.0,0.012235971167683601,3636012965,754435144,ok,
15,ges,4,0.2,20,0.0,0.0,0.01118928985670209,3636012965,754435144,ok,
15,boss,4,0.2,20,0.0,0.0,0.010007380042225122,3636012965,754435144,ok,
16,pc,4,0.2,20,0.0,0.0,0.012354869861155748,383483661,3707325241,ok,
16,ges,4,0.2,20,0.0,0.0,0.0112206160556525,383483661,3707325241,ok,
16,boss,4,0.2,20,1.0,0.0,0.009597042808309197,383483661,3707325241,ok,
17,pc,4,0.2,20,0.0,0.0,0.01254018279723823,94927149,2325558232,ok,
17,ges,4,0.2,20,0.0,0.0,0.011266099056228995,94927149,2325558232,ok,
17,boss,4,0.2,20,0.0,0.0,0.010011909995228052,94927149,2325558232,ok,
18,pc,4,0.2,20,1.0,0.0,0.014903365168720484,345313847,1287252767,ok,
18,ges,4,0.2,20,1.0,0.0,0.01647835783660412,345313847,1287252767,ok,
18,boss,4,0.2,20,1.0,0.0,0.012599637964740396,345313847,1287252767,ok,
19,pc,4,0.2,20,0.0,0.0,0.014919373905286193,2066142960,1815427790,ok,
19,ges,4,0.2,20,0.0,0.0,0.01415871293283999,2066142960,1815427790,ok,
19,boss,4,0.2,20,0.0,0.0,0.0129686389118433,2066142960,1815427790,ok,
20,pc,4,0.2,20,0.0,0.0,0.018245976883918047,1731896075,121632060,ok,
20,ges,4,0.2,20,0.0,0.0,0.017731175990775228,1731896075,121632060,ok,
20,boss,4,0.2,20,0.0,0.0,0.016457356978207827,1731896075,121632060,ok,
21,pc,4,0.2,20,0.0,0.0,0.013029227033257484,22989415,533792607,ok,
21,ges,4,0.2,20,1.0,0.0,0.012301270151510835,22989415,533792607,ok,
21,boss,4,0.2,20,0.0,0.0,0.009942730888724327,22989415,533792607,ok,
22,pc,4,0.2,20,0.0,0.0,0.019743647892028093,35580839,2880309928,ok,
22,ges,4,0.2,20,0.0,0.0,0.019393776077777147,35580839,2880309928,ok,
22,boss,4,0.2,20,0.0,0.0,0.018067912897095084,35580839,2880309928,ok,
23,pc,4,0.2,20,0.0,0.0,0.011830132920295,2257511098,2779657785,ok,
23,ges,4,0.2,20,0.0,0.0,0.01118714502081275,2257511098,2779657785,ok,
23,boss,4,0.2,20,1.0,0.0,0.009634176036342978,2257511098,2779657785,ok,
24,pc,4,0.2,20,0.0,0.0,0.02292354917153716,1105094192,2643058927,ok,
24,ges,4,0.2,20,1.0,0.0,0.02380973193794489,1105094192,2643058927,ok,
24,boss,4,0.2,20,0.0,0.0,0.021309335017576814,1105094192,2643058927,ok,
25,pc,4,0.2,20,0.0,0.0,0.020052900072187185,3281590884,1647882546,ok,
